bank,city,review,date
PNB HOUSING FINANCE LIMITED,chennai,"I took a home loan from PNB recently. All went well until I signed the loan papers and project agreement. Once the deal was signed, there was absolutely zero support from PNB employees. They didn't even send the loan account numbers to me. My property documents were left with the registar for a long time and it was collected after multiple follow ups. I had a home loan with SBI earlier and the relationship was remarkable.","Jan 07, 2014"
PNB HOUSING FINANCE LIMITED,mumbai,Interest rate is fair enough as they offered 10.5% for home loan. Actually PNB housing finance sanctioned home loan as faster but they have to improve their service level. I am not receiving alerts regarding EMI and current offers so it would be great if the alerts are regular. ,"Dec 16, 2013"
PNB HOUSING FINANCE LIMITED,new delhi,Though the loan did not get sanction with PNB housing Finance I would say processing fee and charges as reasonable. Including stamp duty charges they mentioned processing charge as 2800. The required documents were informed accurately in prior but at the time of sanctioning they mentioned that my organization does not comes under their list as it is developing company so unable to avail home loan. I advise PNB to reduce the processing time as they are taking a long time in respect to process.,"Dec 09, 2013"
PNB HOUSING FINANCE LIMITED,ludhiana,"I applied for Home loan of just Rs 15 Lakh on property worth 1 CR approx with good Cibal record , good annual returns and complete documentation. Initially, PNB official said loan will take 5 to 7 days. After collecting processing fee , PNB officials keep on lingering the matter for 45 days. Keeps on saying it will take 2 to 3 days more. When we filed online complaint , they rejected our case giving no valid reason.complaint department level 1 ,2,3 does not work.undertable fee demanded , branch head openly says  i can do anything i wantPNBHFL not recommended, dont waste processing fee","Nov 29, 2013"
PNB HOUSING FINANCE LIMITED,ludhiana,"corrupt officials , poor complaint department , a lot harassmentloan rejected despite good cibal and good documentation.loan rejected due to filling of complaint and objection to undertable charges.no valid reason given for rejection , highly not recomendeddon't waste processing fee here","Nov 29, 2013"
PNB HOUSING FINANCE LIMITED,chandigarh,"I did get my home loan from PNB Housing finance limited. Customer relationship management is not satisfactory as Initially I had a argument with the agent who came handling the process. However, later part second agent was pretty cool and went smooth as well. Interest rate was quite good around 10.25%. ","Nov 24, 2013"
PNB HOUSING FINANCE LIMITED,new delhi,My home loan application has been closed by PNB stating that the home loan is not applicable for the location where I had finalized my property. Otherwise the response from PNB was very quick and overall good. I am not sure how much interest &amp; processing fee they charge as I never discussed about them.,"Nov 18, 2013"
PNB HOUSING FINANCE LIMITED,ghaziabad,Actually I first applied for a home loan online with PNB. They were unable to offer me the loan as they are not doing the project of my property. They responded very well on time. They were very clear on their point and the processing stopped in the beginning itself. I don't find a different in the rate of interest at it is same across all the banks. ,"Nov 18, 2013"
PNB HOUSING FINANCE LIMITED,gurgaon,I had let my home loan application close with PNB as I donÌ¢??t want to take the loan from a housing finance company. PNB is basically very slow in processing and I didnÌ¢??t proceed with documentation as I was not comfortable with them. The rate of interest &amp; processing fee charged by PNB are competitive. However I had taken the home loan from another finance company. I don't want to recommend the bank as I have not taken the loan.,"Nov 18, 2013"
PNB HOUSING FINANCE LIMITED,ghaziabad,Actually PNB couldnÌ¢??t provide a home loan to the property I had finalized as the project was not approved by the bank. My feedback about PNB is good because they were very clear on their point and didnÌ¢??t make me submit the documents or visit their branch. Also they were offering a low interest rate and processing fee as well.,"Nov 17, 2013"
PNB HOUSING FINANCE LIMITED,new delhi,"My application with PNB housing loan was not approved because, basically my property was not an authorized one that is the main reason why my application is declined. I am yet to finalize another property post which I might re-approach them once again. As far as the Bank is concerned they were doing a good job. ","Nov 16, 2013"
